user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
42.0,26.0,Male,Mobile,3.39,5.0,3.0,6.0,1.0,0.0,1.0,3.43,65.25,1.0
43.0,43.0,Female,Mobile,26.56,7.0,14.0,2.0,1.0,0.0,1.0,35.19,0.42,1.0
44.0,19.0,Female,Mobile,27.54,5.0,3.0,6.0,1.0,1.0,1.0,,44.93,1.0
45.0,37.0,Female,Desktop,9.02,19.0,11.0,5.0,0.0,1.0,1.0,10.52,92.91,1.0
46.0,45.0,Male,Mobile,11.94,17.0,,5.0,1.0,0.0,1.0,9.55,89.73,1.0
47.0,24.0,Male,Desktop,20.15,19.0,12.0,1.0,0.0,1.0,0.0,27.42,80.38,1.0
48.0,25.0,Male,Desktop,10.57,4.0,3.0,1.0,1.0,1.0,0.0,15.26,14.12,1.0
49.0,52.0,Male,Desktop,26.44,7.0,3.0,6.0,1.0,1.0,0.0,31.4,52.03,1.0
50.0,31.0,Female,Mobile,4.12,6.0,5.0,0.0,1.0,0.0,1.0,2.66,71.91,1.0
51.0,34.0,Male,Mobile,2.1,14.0,8.0,8.0,1.0,0.0,0.0,2.03,10.12,1.0
52.0,53.0,Male,Mobile,7.05,19.0,9.0,2.0,0.0,1.0,1.0,6.8,14.7,1.0
53.0,57.0,Male,Desktop,9.3,11.0,5.0,5.0,1.0,0.0,0.0,12.37,4.01,1.0
54.0,21.0,Female,Mobile,4.27,7.0,5.0,2.0,1.0,1.0,0.0,4.1,32.31,1.0
55.0,19.0,Female,Desktop,2.91,3.0,6.0,8.0,0.0,0.0,1.0,2.42,87.73,1.0
56.0,23.0,Male,Desktop,,17.0,6.0,9.0,1.0,0.0,0.0,25.46,50.75,1.0
57.0,59.0,Female,Mobile,5.76,11.0,0.0,6.0,1.0,0.0,1.0,6.61,85.33,1.0
58.0,21.0,Female,Mobile,27.5,15.0,7.0,0.0,1.0,0.0,0.0,36.02,8.37,1.0
59.0,46.0,Female,Desktop,11.67,7.0,0.0,3.0,1.0,1.0,,16.34,5.61,1.0
60.0,35.0,Female,Mobile,20.45,15.0,14.0,4.0,0.0,0.0,0.0,28.42,80.39,1.0
61.0,43.0,Female,Mobile,7.54,17.0,8.0,6.0,0.0,0.0,1.0,8.5,49.78,1.0
62.0,51.0,Male,Desktop,7.97,11.0,13.0,6.0,0.0,1.0,0.0,8.16,47.09,1.0
63.0,27.0,Male,Mobile,17.67,12.0,13.0,4.0,0.0,1.0,1.0,22.99,47.56,1.0
64.0,53.0,Male,Tablet,,13.0,14.0,0.0,1.0,0.0,0.0,13.93,38.11,1.0
65.0,31.0,Female,Desktop,23.29,11.0,3.0,4.0,1.0,1.0,1.0,29.3,88.64,1.0
66.0,48.0,Female,Desktop,22.98,11.0,8.0,4.0,0.0,0.0,1.0,23.12,52.1,1.0
67.0,32.0,Female,Mobile,20.45,9.0,7.0,3.0,1.0,0.0,0.0,12.75,97.39,1.0
68.0,25.0,Female,Mobile,14.02,11.0,8.0,5.0,1.0,,1.0,17.57,84.65,1.0
69.0,31.0,Male,Mobile,26.83,4.0,14.0,7.0,0.0,0.0,1.0,30.81,73.76,1.0
70.0,40.0,Male,Mobile,19.05,2.0,13.0,9.0,0.0,1.0,1.0,11.1,63.62,1.0
71.0,57.0,Male,Mobile,29.72,4.0,5.0,4.0,0.0,1.0,1.0,28.24,83.52,1.0
72.0,38.0,Male,Mobile,24.76,14.0,8.0,7.0,1.0,0.0,1.0,24.43,88.17,1.0
73.0,33.0,Male,Mobile,2.28,5.0,3.0,4.0,1.0,1.0,0.0,2.63,13.32,
74.0,35.0,Male,Mobile,10.3,17.0,2.0,2.0,1.0,1.0,0.0,12.14,35.97,1.0
75.0,41.0,Female,Desktop,17.58,12.0,2.0,7.0,1.0,0.0,0.0,12.14,80.54,
76.0,43.0,Female,Mobile,21.92,6.0,7.0,3.0,1.0,0.0,1.0,11.7,22.13,1.0
77.0,42.0,Male,Mobile,16.96,12.0,1.0,2.0,1.0,0.0,1.0,21.95,58.62,1.0
78.0,58.0,Female,Desktop,23.8,15.0,11.0,2.0,0.0,0.0,1.0,35.26,78.05,1.0
79.0,46.0,Male,Tablet,,19.0,5.0,5.0,,1.0,1.0,13.25,22.39,
80.0,32.0,Male,Mobile,6.33,10.0,8.0,7.0,0.0,0.0,1.0,6.34,40.2,1.0
81.0,18.0,Female,Mobile,2.56,2.0,14.0,9.0,0.0,0.0,0.0,2.63,91.51,1.0
82.0,42.0,Male,Mobile,17.63,12.0,8.0,4.0,1.0,1.0,1.0,25.22,35.6,1.0
83.0,24.0,Male,Tablet,20.97,12.0,7.0,0.0,0.0,0.0,0.0,21.9,60.47,1.0
84.0,26.0,Male,Desktop,10.46,7.0,7.0,0.0,0.0,0.0,0.0,8.13,43.38,1.0
85.0,41.0,Female,Desktop,18.79,1.0,0.0,2.0,0.0,1.0,1.0,22.13,87.7,1.0
86.0,18.0,Female,Mobile,2.51,18.0,10.0,5.0,0.0,1.0,1.0,2.45,42.41,1.0
87.0,25.0,,Mobile,3.88,3.0,6.0,1.0,1.0,0.0,0.0,,,1.0
88.0,41.0,Female,Mobile,21.35,5.0,13.0,0.0,0.0,0.0,0.0,27.4,17.33,1.0
89.0,28.0,Male,Desktop,11.67,15.0,14.0,6.0,1.0,1.0,1.0,16.76,34.92,1.0
90.0,34.0,Female,Desktop,20.47,10.0,0.0,1.0,0.0,0.0,1.0,13.06,66.96,1.0
91.0,25.0,Female,Tablet,25.12,19.0,8.0,7.0,1.0,1.0,0.0,25.66,17.58,1.0
92.0,52.0,Female,,25.73,1.0,2.0,1.0,0.0,1.0,0.0,33.09,70.54,1.0
93.0,52.0,Male,Mobile,5.99,7.0,0.0,0.0,1.0,0.0,0.0,5.6,1.06,1.0
94.0,50.0,Female,Mobile,15.1,18.0,7.0,9.0,1.0,1.0,0.0,17.02,36.7,1.0
95.0,22.0,Female,Desktop,22.28,2.0,6.0,1.0,1.0,0.0,0.0,29.34,46.59,1.0
96.0,59.0,Male,Desktop,23.45,19.0,1.0,1.0,0.0,1.0,1.0,22.83,9.61,1.0
97.0,56.0,,Mobile,23.76,10.0,13.0,6.0,0.0,1.0,1.0,21.58,68.41,1.0
98.0,58.0,Male,Mobile,7.62,15.0,6.0,0.0,0.0,0.0,1.0,5.19,10.28,1.0
99.0,45.0,Male,Mobile,6.58,10.0,4.0,2.0,1.0,0.0,0.0,8.72,9.0,1.0
100.0,24.0,Female,Mobile,18.11,10.0,14.0,4.0,1.0,1.0,1.0,23.47,36.79,1.0
101.0,26.0,Male,Desktop,22.49,12.0,6.0,6.0,1.0,0.0,1.0,27.96,73.83,1.0
102.0,25.0,Female,Mobile,10.26,8.0,9.0,5.0,0.0,1.0,1.0,9.17,96.37,1.0
103.0,29.0,Female,Desktop,4.04,14.0,,7.0,0.0,0.0,0.0,4.38,77.6,1.0
104.0,51.0,Female,Mobile,21.79,2.0,6.0,0.0,1.0,0.0,1.0,13.6,46.6,1.0
105.0,50.0,Female,Desktop,9.69,17.0,1.0,6.0,0.0,0.0,1.0,7.94,27.26,1.0
106.0,40.0,Female,Mobile,5.82,6.0,1.0,8.0,1.0,0.0,,5.44,30.14,1.0
107.0,41.0,Male,Desktop,5.28,8.0,14.0,6.0,0.0,1.0,1.0,2.87,28.37,1.0
108.0,54.0,Female,Mobile,10.13,1.0,6.0,5.0,1.0,0.0,0.0,6.11,27.83,1.0
109.0,52.0,Female,Mobile,18.19,3.0,2.0,8.0,1.0,0.0,0.0,24.19,6.91,1.0
110.0,57.0,Female,Mobile,11.39,15.0,3.0,3.0,1.0,0.0,0.0,16.76,22.04,1.0
111.0,39.0,Male,Mobile,1.6,17.0,14.0,9.0,0.0,0.0,,1.32,10.79,1.0
112.0,,Female,Mobile,3.81,7.0,13.0,5.0,0.0,0.0,0.0,2.31,0.74,1.0
113.0,52.0,Female,Mobile,9.42,14.0,6.0,5.0,1.0,0.0,1.0,13.52,28.56,1.0
114.0,18.0,Male,Tablet,20.13,3.0,13.0,9.0,0.0,0.0,1.0,28.47,35.22,1.0
115.0,52.0,Female,Mobile,3.86,18.0,1.0,2.0,0.0,1.0,1.0,4.46,92.74,1.0
116.0,54.0,Female,Desktop,17.26,5.0,,6.0,1.0,1.0,1.0,14.47,99.48,1.0
117.0,31.0,Male,Tablet,,15.0,1.0,0.0,0.0,0.0,0.0,2.74,57.94,1.0
,20.0,Female,Mobile,7.14,6.0,8.0,7.0,0.0,1.0,1.0,10.28,90.1,1.0
119.0,18.0,Female,Desktop,5.99,3.0,10.0,7.0,0.0,0.0,1.0,8.51,61.82,1.0
120.0,22.0,Female,Mobile,2.95,18.0,0.0,7.0,0.0,1.0,0.0,3.67,49.76,1.0
121.0,43.0,Female,Mobile,20.47,3.0,11.0,,1.0,0.0,0.0,29.35,4.27,1.0
122.0,31.0,Female,Mobile,14.44,8.0,11.0,3.0,0.0,0.0,0.0,9.24,4.46,1.0
123.0,56.0,Male,Tablet,25.1,19.0,2.0,5.0,0.0,0.0,1.0,15.29,3.08,1.0
124.0,44.0,Male,Mobile,3.87,18.0,9.0,,0.0,1.0,0.0,2.68,15.01,1.0
125.0,26.0,Male,Mobile,5.2,15.0,3.0,1.0,1.0,0.0,0.0,3.72,7.69,1.0
126.0,32.0,Female,Mobile,9.89,14.0,4.0,5.0,1.0,0.0,0.0,13.13,19.47,1.0
127.0,32.0,Female,Desktop,23.21,16.0,14.0,7.0,1.0,0.0,0.0,33.0,51.92,1.0
128.0,43.0,Female,Mobile,9.87,3.0,2.0,3.0,0.0,0.0,1.0,7.06,50.32,1.0
129.0,59.0,Male,Desktop,12.84,15.0,8.0,4.0,1.0,0.0,1.0,12.36,34.42,1.0
130.0,30.0,Female,Desktop,9.75,19.0,4.0,7.0,0.0,1.0,0.0,9.31,66.6,1.0
131.0,49.0,Female,Desktop,3.33,8.0,6.0,2.0,1.0,1.0,1.0,2.26,39.19,1.0
132.0,56.0,Female,Tablet,28.24,2.0,14.0,5.0,1.0,1.0,1.0,38.22,22.02,1.0
133.0,49.0,Male,Desktop,16.91,17.0,13.0,0.0,0.0,0.0,0.0,17.29,69.22,1.0
134.0,21.0,Male,Mobile,23.85,12.0,10.0,3.0,1.0,0.0,0.0,25.43,98.02,1.0
135.0,47.0,Female,Mobile,20.09,,12.0,,1.0,0.0,1.0,15.24,81.07,1.0
136.0,54.0,Female,Mobile,15.91,11.0,6.0,2.0,1.0,1.0,0.0,16.85,41.41,1.0
137.0,40.0,Female,Mobile,3.6,18.0,10.0,0.0,1.0,0.0,1.0,,37.57,
138.0,56.0,Male,Mobile,19.64,13.0,8.0,5.0,1.0,1.0,,15.81,3.86,1.0
139.0,32.0,Male,Mobile,5.51,14.0,1.0,2.0,0.0,0.0,1.0,3.38,65.71,1.0
140.0,46.0,Male,Mobile,13.02,12.0,2.0,7.0,0.0,0.0,1.0,14.11,22.26,1.0
141.0,53.0,Female,Tablet,19.24,15.0,3.0,6.0,1.0,1.0,1.0,21.85,68.35,1.0
142.0,30.0,Male,Mobile,23.68,8.0,7.0,6.0,0.0,0.0,1.0,16.62,76.02,1.0
143.0,49.0,Female,Tablet,20.87,2.0,0.0,7.0,0.0,0.0,0.0,15.62,87.98,1.0
144.0,24.0,Female,Mobile,20.47,8.0,8.0,6.0,1.0,1.0,0.0,13.37,54.83,
145.0,39.0,Male,Desktop,5.32,5.0,4.0,4.0,1.0,1.0,1.0,7.56,83.0,1.0
146.0,45.0,Female,Desktop,11.04,2.0,3.0,9.0,0.0,1.0,0.0,7.87,72.32,1.0
147.0,19.0,Male,Mobile,2.24,10.0,12.0,7.0,1.0,0.0,0.0,1.14,35.3,1.0
148.0,59.0,Female,Mobile,21.86,10.0,7.0,7.0,0.0,0.0,1.0,29.3,10.64,1.0
149.0,23.0,Female,Mobile,28.62,4.0,13.0,7.0,0.0,1.0,1.0,37.3,24.22,1.0
150.0,45.0,Male,Mobile,8.66,4.0,8.0,9.0,1.0,1.0,1.0,8.28,84.46,1.0
151.0,45.0,Female,Tablet,3.54,8.0,2.0,5.0,1.0,0.0,1.0,4.59,53.44,1.0
152.0,37.0,Female,Desktop,14.79,6.0,13.0,1.0,0.0,0.0,1.0,14.04,66.56,1.0
153.0,47.0,Female,Mobile,25.84,15.0,3.0,7.0,0.0,0.0,1.0,18.72,80.61,1.0
154.0,28.0,Female,Mobile,17.01,18.0,0.0,9.0,1.0,0.0,1.0,15.75,66.7,1.0
155.0,45.0,,Mobile,2.36,8.0,14.0,0.0,1.0,0.0,0.0,2.33,85.61,1.0
156.0,42.0,Female,Mobile,29.25,7.0,11.0,8.0,1.0,1.0,0.0,14.89,8.64,1.0
157.0,56.0,Female,Desktop,25.03,17.0,13.0,8.0,1.0,0.0,1.0,15.35,90.36,1.0
158.0,50.0,Female,Mobile,4.82,19.0,2.0,5.0,1.0,0.0,0.0,6.63,81.26,1.0
159.0,18.0,Male,Mobile,27.73,2.0,9.0,9.0,1.0,1.0,1.0,24.75,90.3,1.0
160.0,44.0,Male,Mobile,14.07,12.0,4.0,5.0,0.0,1.0,1.0,11.7,73.09,1.0
161.0,30.0,Female,Mobile,11.79,19.0,14.0,5.0,0.0,0.0,0.0,16.37,27.44,1.0
162.0,58.0,Female,Desktop,14.37,5.0,12.0,3.0,1.0,0.0,1.0,9.41,11.39,1.0
163.0,20.0,Male,Mobile,25.2,12.0,7.0,0.0,0.0,0.0,0.0,18.07,12.96,1.0
164.0,56.0,Female,Tablet,20.12,17.0,13.0,0.0,0.0,1.0,1.0,26.72,49.89,1.0
165.0,23.0,Male,,,5.0,0.0,0.0,0.0,0.0,1.0,2.12,39.09,1.0
166.0,25.0,Male,Mobile,28.77,2.0,0.0,4.0,0.0,0.0,0.0,32.6,65.42,1.0
167.0,44.0,Male,Mobile,5.29,4.0,2.0,6.0,0.0,0.0,1.0,6.56,50.33,1.0
168.0,26.0,Female,Desktop,22.62,6.0,8.0,0.0,0.0,1.0,1.0,16.35,12.53,1.0
169.0,54.0,Female,Tablet,19.45,9.0,8.0,0.0,0.0,0.0,1.0,14.65,0.22,1.0
170.0,50.0,Female,Desktop,6.44,10.0,0.0,5.0,0.0,0.0,1.0,6.54,12.83,1.0
171.0,59.0,Male,Mobile,5.95,11.0,3.0,1.0,1.0,0.0,0.0,7.69,14.67,1.0
172.0,41.0,Male,Tablet,26.24,2.0,11.0,1.0,1.0,0.0,0.0,27.67,71.99,1.0
173.0,32.0,Male,Mobile,13.17,9.0,7.0,6.0,1.0,1.0,0.0,7.47,28.53,1.0
174.0,49.0,Female,Desktop,19.98,17.0,1.0,8.0,1.0,0.0,0.0,17.0,9.36,1.0
175.0,49.0,Male,Tablet,15.62,,3.0,7.0,0.0,1.0,0.0,12.97,75.54,1.0
176.0,41.0,Male,Mobile,22.09,8.0,6.0,1.0,1.0,1.0,0.0,28.88,94.05,1.0
177.0,58.0,,Tablet,14.9,5.0,6.0,6.0,1.0,1.0,1.0,11.77,10.05,1.0
178.0,29.0,Male,Mobile,9.33,5.0,4.0,4.0,0.0,0.0,,13.07,96.31,1.0
179.0,56.0,Male,Tablet,11.54,6.0,6.0,9.0,1.0,0.0,0.0,9.64,95.03,1.0
180.0,19.0,Female,Mobile,25.91,16.0,5.0,3.0,1.0,0.0,1.0,17.98,52.31,1.0
181.0,20.0,Female,Tablet,14.57,1.0,1.0,9.0,0.0,1.0,0.0,15.15,29.58,1.0
182.0,54.0,Male,Mobile,7.19,9.0,8.0,3.0,1.0,0.0,1.0,6.37,13.81,1.0
183.0,34.0,Female,Desktop,28.1,7.0,4.0,3.0,1.0,1.0,1.0,32.25,82.39,1.0
184.0,19.0,Male,Mobile,24.1,11.0,1.0,8.0,0.0,1.0,0.0,34.12,60.47,1.0
185.0,19.0,Female,Mobile,2.61,15.0,5.0,6.0,0.0,1.0,1.0,3.76,65.13,1.0
186.0,45.0,Male,Mobile,29.97,5.0,9.0,6.0,1.0,0.0,1.0,21.8,86.09,1.0
187.0,,Female,Desktop,21.15,19.0,4.0,3.0,1.0,0.0,0.0,14.01,44.39,1.0
188.0,54.0,Male,Mobile,5.65,6.0,,8.0,1.0,1.0,1.0,8.14,36.81,1.0
189.0,49.0,Female,Mobile,7.88,14.0,,7.0,0.0,1.0,0.0,10.34,76.23,1.0
190.0,50.0,Female,,21.08,14.0,9.0,9.0,1.0,1.0,1.0,16.06,29.72,1.0
191.0,18.0,Female,Tablet,23.61,11.0,9.0,3.0,,0.0,1.0,30.81,32.79,1.0
,36.0,Female,Mobile,7.93,4.0,6.0,5.0,1.0,1.0,1.0,9.84,,1.0
193.0,19.0,Female,Mobile,8.45,10.0,9.0,3.0,1.0,0.0,0.0,6.37,85.64,1.0
194.0,43.0,Female,Mobile,9.91,2.0,12.0,0.0,0.0,0.0,1.0,,77.91,1.0
195.0,49.0,Female,Mobile,18.34,4.0,1.0,4.0,0.0,1.0,0.0,15.07,29.14,1.0
196.0,23.0,Male,Mobile,5.98,10.0,6.0,9.0,1.0,0.0,,5.86,14.36,
197.0,49.0,Male,Mobile,4.02,1.0,13.0,2.0,1.0,0.0,0.0,4.46,39.28,1.0
198.0,21.0,Female,Desktop,20.69,14.0,5.0,0.0,0.0,1.0,1.0,14.3,62.46,1.0
199.0,28.0,,Desktop,23.59,,11.0,1.0,0.0,0.0,1.0,,67.62,1.0
200.0,34.0,Male,Mobile,15.53,12.0,11.0,1.0,0.0,0.0,1.0,18.73,20.04,1.0
201.0,55.0,Male,Mobile,11.55,19.0,3.0,7.0,0.0,0.0,0.0,6.95,24.94,1.0
202.0,41.0,Female,Desktop,13.53,12.0,3.0,3.0,1.0,0.0,0.0,11.9,93.01,1.0
203.0,22.0,Male,Mobile,12.26,5.0,11.0,2.0,0.0,0.0,0.0,13.63,38.51,1.0
204.0,51.0,Male,Desktop,28.84,4.0,5.0,3.0,0.0,0.0,0.0,41.13,31.41,1.0
205.0,23.0,,Mobile,23.27,13.0,8.0,9.0,1.0,0.0,1.0,32.37,69.57,1.0
206.0,39.0,Female,Mobile,7.03,18.0,9.0,0.0,1.0,1.0,0.0,4.71,46.79,1.0
207.0,28.0,Female,Mobile,12.14,12.0,5.0,0.0,1.0,1.0,0.0,13.48,24.68,1.0
208.0,33.0,Male,Desktop,16.78,16.0,5.0,4.0,1.0,0.0,1.0,10.03,40.93,1.0
209.0,50.0,Female,Mobile,18.78,6.0,10.0,6.0,1.0,0.0,1.0,14.91,,1.0
210.0,26.0,Female,Mobile,14.58,7.0,0.0,8.0,1.0,1.0,0.0,16.0,27.96,1.0
211.0,23.0,Male,Mobile,24.49,9.0,4.0,6.0,1.0,0.0,1.0,14.24,41.85,1.0
212.0,33.0,Female,Desktop,23.26,10.0,14.0,4.0,0.0,0.0,0.0,32.3,51.8,1.0
213.0,46.0,Male,Tablet,15.65,5.0,0.0,2.0,0.0,0.0,1.0,20.8,74.17,1.0
214.0,20.0,Male,Mobile,25.78,4.0,10.0,7.0,1.0,0.0,1.0,25.09,38.49,1.0
215.0,37.0,Male,Mobile,22.78,11.0,13.0,6.0,0.0,1.0,1.0,22.59,54.57,1.0
216.0,53.0,Male,Tablet,,19.0,8.0,,0.0,1.0,0.0,32.57,95.1,1.0
217.0,36.0,Male,Mobile,28.74,7.0,9.0,0.0,1.0,0.0,1.0,15.82,81.83,1.0
218.0,43.0,Male,Mobile,8.73,13.0,3.0,2.0,0.0,1.0,0.0,5.62,23.7,1.0
219.0,20.0,Female,Mobile,8.76,13.0,1.0,7.0,0.0,0.0,0.0,7.08,21.35,1.0
220.0,36.0,Female,Desktop,26.78,18.0,8.0,1.0,0.0,1.0,1.0,23.15,66.27,1.0
,37.0,Female,Mobile,23.39,9.0,5.0,8.0,0.0,0.0,0.0,34.79,59.53,1.0
222.0,49.0,Male,Desktop,27.87,13.0,13.0,3.0,1.0,1.0,0.0,18.04,54.69,1.0
223.0,24.0,Female,Mobile,2.83,13.0,10.0,6.0,0.0,0.0,1.0,2.27,15.42,1.0
224.0,58.0,Male,Mobile,19.2,5.0,12.0,9.0,0.0,0.0,1.0,25.5,36.26,1.0
225.0,50.0,Female,Desktop,5.19,12.0,9.0,6.0,1.0,1.0,0.0,6.67,75.94,1.0
226.0,57.0,Male,Mobile,15.61,1.0,2.0,7.0,0.0,1.0,0.0,18.03,,1.0
227.0,56.0,Female,Mobile,5.52,18.0,12.0,6.0,1.0,0.0,0.0,4.57,16.52,1.0
228.0,35.0,Male,Desktop,4.71,17.0,11.0,3.0,0.0,1.0,0.0,2.91,42.69,1.0
229.0,57.0,Female,Desktop,1.35,10.0,1.0,6.0,0.0,1.0,1.0,2.0,44.27,1.0
230.0,18.0,Male,Desktop,19.28,9.0,5.0,4.0,1.0,0.0,0.0,14.49,50.86,1.0
231.0,28.0,Female,Tablet,11.41,8.0,9.0,9.0,1.0,1.0,1.0,15.34,46.12,1.0
232.0,45.0,Male,Desktop,4.05,15.0,5.0,6.0,1.0,0.0,0.0,5.65,50.17,1.0
233.0,42.0,Female,Mobile,10.36,13.0,13.0,2.0,0.0,1.0,0.0,9.75,81.31,1.0
234.0,40.0,Female,Mobile,5.9,17.0,11.0,9.0,1.0,0.0,1.0,7.97,38.95,1.0
235.0,48.0,Female,Desktop,28.31,9.0,11.0,6.0,1.0,0.0,1.0,22.05,55.2,1.0
236.0,47.0,Male,Mobile,10.28,11.0,8.0,6.0,0.0,1.0,1.0,14.29,60.68,1.0
237.0,59.0,Male,Desktop,10.68,4.0,4.0,1.0,1.0,0.0,0.0,12.13,94.23,1.0
238.0,52.0,Male,Desktop,25.36,7.0,10.0,7.0,0.0,0.0,1.0,17.61,65.47,1.0
,24.0,Male,Mobile,19.78,3.0,14.0,,0.0,1.0,0.0,25.45,13.07,1.0
240.0,33.0,Male,Tablet,21.59,10.0,,8.0,1.0,0.0,0.0,30.52,58.25,1.0
241.0,43.0,Female,Mobile,19.44,3.0,11.0,3.0,1.0,1.0,1.0,20.81,66.19,1.0
242.0,19.0,Male,Mobile,,1.0,8.0,8.0,0.0,1.0,0.0,35.85,0.95,1.0
243.0,18.0,Female,Tablet,7.0,14.0,12.0,0.0,1.0,0.0,0.0,9.06,7.53,1.0
244.0,29.0,Female,Mobile,29.68,13.0,4.0,4.0,0.0,1.0,0.0,38.21,1.9,1.0
245.0,22.0,Male,Mobile,25.1,5.0,1.0,9.0,1.0,1.0,1.0,23.96,4.83,1.0
246.0,54.0,Female,Mobile,18.08,8.0,0.0,6.0,1.0,0.0,0.0,22.42,8.97,1.0
247.0,49.0,Male,Desktop,20.21,12.0,8.0,3.0,0.0,1.0,0.0,21.19,95.78,1.0
248.0,26.0,Male,Desktop,19.82,6.0,9.0,6.0,0.0,0.0,0.0,18.13,20.67,1.0
249.0,58.0,Male,Desktop,2.69,2.0,,8.0,1.0,1.0,0.0,1.79,20.46,1.0
250.0,52.0,Female,Desktop,7.32,4.0,2.0,4.0,,0.0,1.0,10.31,85.74,1.0
251.0,36.0,Male,Mobile,28.88,5.0,14.0,4.0,1.0,1.0,1.0,26.42,75.28,1.0
